College,Course,Seat,Category,Rank,Percentile
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,I,Stage,54717,69.0394836
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,I,GOPENO,60603,64.886326
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,I,Stage,95417,35.6983743
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Computer Engineering,I,Stage,16975,90.8511759
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Computer Engineering,I,GOPENH,23770,87.1226124
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Computer Engineering,I,GSCH,43890,75.6487214
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Computer Engineering,I,GVJH,18380,90.1214727
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Computer Engineering,I,GOBCH,15426,91.6180999
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Computer Engineering,I,LOPENH,16965,90.8966299
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Computer Engineering,I,Stage,17640,90.524615
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Computer Engineering,I,GOPENH,61517,64.0172786
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Computer Engineering,I,Stage,22635,87.8843875
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Information Technology,I,,20191,89.0980466
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Information Technology,I,,25921,86.0140851
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Information Technology,I,,20789,88.795558
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Information Technology,I,,27838,84.9850573
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Information Technology,I,,21320,88.5350016
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Information Technology,I,,19550,89.4839384
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Information Technology,I,,42486,76.5675144
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Information Technology,I,,20232,89.082417
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Information Technology,I,Stage,23902,87.0828062
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Information Technology,I,GOPENO,26591,85.6827453
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Information Technology,I,Stage,40579,77.8495773
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Information Technology,I,GOPENO,30448,83.4474115
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Electronics and Telecommunication Engg,I,,29870,83.8902317
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Electronics and Telecommunication Engg,I,,51572,70.9370842
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Electronics and Telecommunication Engg,I,,47359,73.5739966
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Electronics and Telecommunication Engg,I,,38003,79.2815054
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Electronics and Telecommunication Engg,I,,25311,86.3666603
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Electronics and Telecommunication Engg,I,,37709,79.4751328
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Electronics and Telecommunication Engg,VII,,38143,79.2815054
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Electronics and Telecommunication Engg,VII,,38132,79.2815054
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Electronics and Telecommunication Engg,I,Stage,51512,70.9370842
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Electronics and Telecommunication Engg,I,GOPENO,77865,51.6740911
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Electronics and Telecommunication Engg,I,GSCO,54037,69.3404295
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Electronics and Telecommunication Engg,I,GSTO,42946,76.4889836
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Electronics and Telecommunication Engg,I,GOBCO,50372,71.6451268
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Electronics and Telecommunication Engg,VII,Stage,52936,70.0988506
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Electronics and Telecommunication Engg,I,Stage,80369,49.4442605
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Electronics and Telecommunication Engg,I,GOPENO,37265,79.5386869
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Instrumentation and Control Engineering,I,,73976,54.5241174
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Instrumentation and Control Engineering,I,,109843,19.2567241
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Instrumentation and Control Engineering,I,,97786,32.5908894
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Instrumentation and Control Engineering,I,,81934,48.2193247
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Instrumentation and Control Engineering,VII,,100627,29.9372742
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Instrumentation and Control Engineering,VII,,98018,32.4992712
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Instrumentation and Control Engineering,VII,,91640,39.4196471
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Instrumentation and Control Engineering,VII,,103875,26.3140433
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Instrumentation and Control Engineering,VII,,84164,46.1727561
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Instrumentation and Control Engineering,VII,,96421,35.1475881
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Instrumentation and Control Engineering,I,Stage,83314,46.941483
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Instrumentation and Control Engineering,I,Stage,97869,32.5908894
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Instrumentation and Control Engineering,VII,Stage,99094,32.2127079
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Instrumentation and Control Engineering,VII,GOPENO,105487,24.8766135
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Instrumentation and Control Engineering,I,Stage,40163,78.106229
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Instrumentation and Control Engineering,I,GOPENO,88543,42.5186027
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Instrumentation and Control Engineering,I,Stage,64588,61.9054461
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,I,,81460,48.7700838
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,I,,119694,5.3930618
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,I,,112193,16.5730741
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,I,,87767,42.8034319
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,I,,94874,35.978039
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,I,,99038,32.2127079
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,II,,121661,1.977456
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,I,,89388,41.9139826
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,VII,,95648,35.6598862
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,VII,,93656,37.5478565
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,VII,,88173,42.7946749
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,VII,,96449,35.1475881
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,VII,,95395,35.6983743
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,VII,,95599,35.6598862
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,I,Stage,121633,2.0005702
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,I,GOPENO,99688,31.5015186
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,I,Stage,87363,43.3051128
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,I,GOPENO,104845,25.4603297
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,VII,Stage,94567,36.1594098
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,VII,GOPENO,93323,38.17388
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,VII,LOPENO,93707,37.5478565
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,VII,LOPENO,92304,39.1582539
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,VII,LOPENO,90186,41.1873138
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,VII,LOPENO,88670,42.5186027
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,I,Stage,43663,75.67388
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,I,GOPENO,92438,39.1582539
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,I,Stage,89963,41.4815869
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Mechanical Engineering,VII,Stage,93770,37.5478565
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Civil Engineering,I,Stage,121011,3.2788438
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Civil Engineering,I,Stage,120886,3.3180507
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Civil Engineering,I,GOPENH,118127,8.0762868
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Civil Engineering,I,Stage,87462,43.0138429
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Civil Engineering,I,GOPENH,92247,39.1582539
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Computer Engineering,I,,34121,81.429386
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Computer Engineering,I,,62591,63.7147595
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Computer Engineering,I,,36227,80.3744535
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Computer Engineering,I,,62460,63.7147595
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Computer Engineering,I,,62319,63.7783399
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Computer Engineering,I,,30824,83.3155184
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Computer Engineering,I,,34775,81.0304563
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Computer Engineering,I,,37061,79.5947693
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Computer Engineering,I,,42166,76.7344555
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Computer Engineering,I,,52476,70.7220669
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Computer Engineering,I,,44215,75.5619344
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Computer Engineering,I,,37536,79.5309168
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Computer Engineering,I,,41422,77.0895594
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Computer Engineering,I,,42163,76.7344555
